Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle,Month,Hour
2023-01-01T00:00:00Z,18:59:00,Sunday,ST GEORGE YUS STATION,MUPAA,5,10,N,YU,5851,January,18
2023-01-01T00:00:00Z,19:13:00,Sunday,BAY STATION,MUIS,0,0,Invalid,BD,Invalid,January,19
2023-01-01T00:00:00Z,19:30:00,Sunday,BATHURST STATION,SUSP,5,9,W,BD,5371,January,19
2023-01-01T00:00:00Z,20:37:00,Sunday,YONGE BD STATION,SUDP,3,8,E,BD,5056,January,20
2023-01-01T00:00:00Z,21:57:00,Sunday,KENNEDY BD STATION,EUVA,6,12,W,BD,5141,January,21
2023-01-01T00:00:00Z,22:00:00,Sunday,YONGE-UNIVERSITY AND B,MUO,0,0,Invalid,YU/BD,Invalid,January,22
2023-01-01T00:00:00Z,22:00:00,Sunday,KENNEDY SRT STATION TO,MRO,0,0,Invalid,SRT,Invalid,January,22
2023-01-01T00:00:00Z,22:19:00,Sunday,UNION STATION,SUDP,14,20,N,YU,6086,January,22
2023-01-01T00:00:00Z,23:19:00,Sunday,KIPLING STATION,MUIR,6,12,E,BD,5135,January,23
2023-01-01T00:00:00Z,23:31:00,Sunday,ST CLAIR STATION,MUIS,0,0,Invalid,YU,Invalid,January,23
2023-01-01T00:00:00Z,01:20:00,Sunday,LAWRENCE STATION,TUOS,0,0,N,YU,5991,January,1
2023-01-01T00:00:00Z,01:54:00,Sunday,FINCH STATION,MUIRS,0,0,S,YU,Invalid,January,1
2023-01-01T00:00:00Z,22:06:00,Sunday,DON MILLS STATION,MUIS,0,0,Invalid,SHP,Invalid,January,22
2023-01-02T00:00:00Z,02:10:00,Monday,VAUGHAN MC STATION,SUDP,0,0,S,YU,5801,January,2
2023-01-02T00:00:00Z,22:00:00,Monday,KENNEDY SRT STATION TO,MRO,0,0,Invalid,SRT,Invalid,January,22
2023-01-02T00:00:00Z,02:25:00,Monday,VAUGHAN MC STATION,SUDP,0,0,S,YU,5976,January,2
2023-01-02T00:00:00Z,22:43:00,Monday,MCCOWAN STATION,ERPR,10,15,N,SRT,3003,January,22
2023-01-02T00:00:00Z,02:30:00,Monday,HIGHWAY 407 STATION,SUDP,12,18,N,YU,5526,January,2
2023-01-02T00:00:00Z,03:46:00,Monday,DUNDAS WEST STATION,MUIRS,0,0,Invalid,BD,Invalid,January,3
2023-01-02T00:00:00Z,06:38:00,Monday,LANSDOWNE STATION,MUIE,0,0,Invalid,BD,Invalid,January,6
2023-01-02T00:00:00Z,09:26:00,Monday,ISLINGTON STATION,MUPAA,3,7,W,BD,5031,January,9
2023-01-02T00:00:00Z,09:49:00,Monday,WILSON STATION,TUNIP,5,9,S,YU,5636,January,9
2023-01-02T00:00:00Z,10:18:00,Monday,EGLINTON STATION,SUDP,3,9,S,YU,5556,January,10
2023-01-02T00:00:00Z,11:26:00,Monday,COLLEGE STATION,SUDP,0,0,Invalid,YU,Invalid,January,11
2023-01-02T00:00:00Z,12:02:00,Monday,EGLINTON WEST STATION,SUO,5,9,N,YU,5456,January,12
2023-01-02T00:00:00Z,12:21:00,Monday,ST GEORGE BD STATION,SUAP,0,0,Invalid,BD,Invalid,January,12
2023-01-02T00:00:00Z,13:16:00,Monday,MUSEUM STATION,SUDP,13,17,S,YU,5816,January,13
2023-01-02T00:00:00Z,13:40:00,Monday,BLOOR STATION,MUIS,0,0,S,YU,Invalid,January,13
2023-01-02T00:00:00Z,14:02:00,Monday,BLOOR STATION,MUIS,0,0,Invalid,YU,Invalid,January,14
2023-01-02T00:00:00Z,14:36:00,Monday,KIPLING STATION,MUTO,6,10,E,BD,5142,January,14
2023-01-02T00:00:00Z,15:43:00,Monday,BLOOR STATION,MUPAA,3,7,S,YU,5556,January,15
2023-01-02T00:00:00Z,16:09:00,Monday,COXWELL STATION,MUNCA,0,0,Invalid,BD,Invalid,January,16
2023-01-02T00:00:00Z,16:31:00,Monday,WARDEN STATION,PUSNT,5,9,E,BD,5135,January,16
2023-01-02T00:00:00Z,16:41:00,Monday,COLLEGE STATION,SUAP,0,0,Invalid,YU,Invalid,January,16
2023-01-02T00:00:00Z,17:18:00,Monday,FINCH STATION,MUSAN,4,8,S,YU,5501,January,17
2023-01-02T00:00:00Z,17:54:00,Monday,CHRISTIE STATION,MUIRS,6,11,E,BD,5135,January,17
2023-01-02T00:00:00Z,18:02:00,Monday,ROYAL YORK STATION,EUSC,0,0,W,BD,5031,January,18
2023-01-02T00:00:00Z,18:51:00,Monday,DUNDAS STATION,MUIRS,0,0,N,YU,Invalid,January,18
2023-01-02T00:00:00Z,19:25:00,Monday,YONGE BD STATION,MUNCA,0,0,Invalid,BD,Invalid,January,19
2023-01-02T00:00:00Z,19:35:00,Monday,COLLEGE STATION,MUPAA,3,9,N,YU,5516,January,19
2023-01-02T00:00:00Z,19:54:00,Monday,KENNEDY BD STATION,TUMVS,5,10,E,BD,5341,January,19
2023-01-02T00:00:00Z,20:42:00,Monday,SPADINA BD STATION,SUUT,6,11,E,BD,5323,January,20
2023-01-02T00:00:00Z,21:01:00,Monday,QUEEN STATION,MUSAN,6,12,S,YU,5756,January,21
2023-01-02T00:00:00Z,21:26:00,Monday,SUMMERHILL STATION,SUDP,4,10,N,YU,6136,January,21
2023-01-02T00:00:00Z,21:40:00,Monday,ROYAL YORK STATION,PUSTS,3,8,E,BD,5139,January,21
2023-01-02T00:00:00Z,22:00:00,Monday,YONGE-UNIVERSITY AND B,MUO,0,0,Invalid,YU/BD,Invalid,January,22
2023-01-02T00:00:00Z,22:08:00,Monday,BLOOR STATION,MUIS,0,0,Invalid,YU,Invalid,January,22
2023-01-02T00:00:00Z,22:16:00,Monday,OLD MILL STATION,PUSTS,0,0,E,BD,5323,January,22
2023-01-02T00:00:00Z,22:30:00,Monday,DUFFERIN STATION,SUDP,0,0,W,BD,5151,January,22
2023-01-02T00:00:00Z,22:37:00,Monday,ST CLAIR STATION,MUIS,0,0,Invalid,YU,Invalid,January,22
2023-01-02T00:00:00Z,22:58:00,Monday,BLOOR STATION,MUIS,0,0,Invalid,YU,Invalid,January,22
2023-01-02T00:00:00Z,23:01:00,Monday,WELLESLEY STATION,MUPAA,0,0,N,YU,5566,January,23
2023-01-02T00:00:00Z,23:45:00,Monday,BLOOR STATION,SUAP,14,20,S,YU,5536,January,23
2023-01-02T00:00:00Z,23:56:00,Monday,YONGE BD STATION,SUDP,0,0,E,BD,5313,January,23
2023-01-02T00:00:00Z,00:57:00,Monday,DUFFERIN STATION,SUUT,14,20,E,BD,5102,January,0
2023-01-02T00:00:00Z,01:32:00,Monday,BROADVIEW STATION,MUIS,0,0,Invalid,BD,Invalid,January,1
2023-01-02T00:00:00Z,22:22:00,Monday,DON MILLS STATION,MUIS,0,0,Invalid,SHP,Invalid,January,22
2023-01-02T00:00:00Z,00:37:00,Monday,SHEPPARD-YONGE STATION,MUPLB,76,81,E,SHP,6166,January,0
2023-01-03T00:00:00Z,02:09:00,Tuesday,KENNEDY BD STATION,MUIRS,0,0,Invalid,BD,Invalid,January,2
2023-01-03T00:00:00Z,15:32:00,Tuesday,LAWRENCE EAST STATION,TRTC,5,10,S,SRT,3012,January,15
2023-01-03T00:00:00Z,05:16:00,Tuesday,CASTLE FRANK STATION,MUNCA,0,0,Invalid,BD,Invalid,January,5
2023-01-03T00:00:00Z,22:00:00,Tuesday,KENNEDY SRT STATION TO,MRO,0,0,Invalid,SRT,Invalid,January,22
2023-01-03T00:00:00Z,06:17:00,Tuesday,KENNEDY BD STATION,EUDO,5,10,W,BD,5116,January,6
2023-01-03T00:00:00Z,06:17:00,Tuesday,DOWNSVIEW PARK STATION,MUATC,12,18,N,YU,5466,January,6
2023-01-03T00:00:00Z,06:33:00,Tuesday,ROYAL YORK STATION,EUSC,0,0,E,BD,5012,January,6
2023-01-03T00:00:00Z,06:42:00,Tuesday,NORTH YORK CTR STATION,PUOPO,3,6,S,YU,5736,January,6
2023-01-03T00:00:00Z,06:43:00,Tuesday,FINCH STATION,PUOPO,0,0,S,YU,5741,January,6
2023-01-03T00:00:00Z,06:48:00,Tuesday,SHEPPARD STATION,PUOPO,5,8,S,YU,5736,January,6
2023-01-03T00:00:00Z,06:48:00,Tuesday,NORTH YORK CTR STATION,PUOPO,5,8,S,YU,5741,January,6
2023-01-03T00:00:00Z,08:34:00,Tuesday,RUNNYMEDE STATION,PUMEL,0,0,Invalid,BD,Invalid,January,8
2023-01-03T00:00:00Z,09:27:00,Tuesday,SPADINA BD STATION,SUDP,0,0,Invalid,BD,Invalid,January,9
2023-01-03T00:00:00Z,09:42:00,Tuesday,DUNDAS STATION,EUNT,6,9,S,YU,5796,January,9
2023-01-03T00:00:00Z,10:30:00,Tuesday,BLOOR STATION,MUIS,0,0,S,YU,Invalid,January,10
2023-01-03T00:00:00Z,12:05:00,Tuesday,VICTORIA PARK STATION,MUIS,0,0,W,BD,Invalid,January,12
2023-01-03T00:00:00Z,12:16:00,Tuesday,FINCH WEST STATION,MUIRS,0,0,Invalid,YU,Invalid,January,12
2023-01-03T00:00:00Z,12:43:00,Tuesday,EGLINTON STATION,SUDP,5,8,S,YU,5786,January,12
2023-01-03T00:00:00Z,14:30:00,Tuesday,KEELE STATION,SUO,0,0,E,BD,5128,January,14
2023-01-03T00:00:00Z,15:16:00,Tuesday,VAUGHAN MC STATION,MUI,3,6,S,YU,6106,January,15
2023-01-03T00:00:00Z,15:50:00,Tuesday,EGLINTON STATION,EUDO,3,6,S,YU,5641,January,15
2023-01-03T00:00:00Z,17:22:00,Tuesday,SPADINA BD STATION,MUIRS,0,0,Invalid,BD,Invalid,January,17
2023-01-03T00:00:00Z,17:23:00,Tuesday,NORTH YORK CTR STATION,PUOPO,5,8,S,YU,5886,January,17
2023-01-03T00:00:00Z,17:30:00,Tuesday,COXWELL STATION,EUME,5,8,E,BD,5010,January,17
2023-01-03T00:00:00Z,17:30:00,Tuesday,SHEPPARD STATION,PUOPO,3,6,S,YU,5886,January,17
2023-01-03T00:00:00Z,17:54:00,Tuesday,EGLINTON STATION,MUIR,3,6,N,YU,5866,January,17
2023-01-03T00:00:00Z,17:56:00,Tuesday,RUNNYMEDE STATION,MUIR,5,8,W,BD,5351,January,17
2023-01-03T00:00:00Z,18:02:00,Tuesday,YONGE BD STATION,SUDP,0,0,E,BD,Invalid,January,18
2023-01-03T00:00:00Z,18:03:00,Tuesday,BLOOR STATION,SUO,0,0,S,YU,6016,January,18
2023-01-03T00:00:00Z,18:10:00,Tuesday,CASTLE FRANK STATION,SUDP,3,6,W,BD,5158,January,18
2023-01-03T00:00:00Z,18:54:00,Tuesday,DUNDAS WEST STATION,MUI,15,18,W,BD,5348,January,18
2023-01-03T00:00:00Z,18:57:00,Tuesday,SHEPPARD STATION,MUATC,6,9,S,YU,5406,January,18
2023-01-03T00:00:00Z,19:14:00,Tuesday,UNION STATION TO ST AN,MUIR,15,18,N,YU,5506,January,19
2023-01-03T00:00:00Z,19:39:00,Tuesday,BAY STATION,MUIRS,0,0,Invalid,BD,Invalid,January,19
2023-01-03T00:00:00Z,19:41:00,Tuesday,HIGHWAY 407 STATION,MUATC,5,8,S,YU,5866,January,19
2023-01-03T00:00:00Z,20:06:00,Tuesday,KENNEDY BD STATION,MUIS,0,0,Invalid,BD,Invalid,January,20
2023-01-03T00:00:00Z,20:21:00,Tuesday,BLOOR STATION,MUIS,0,0,Invalid,YU,Invalid,January,20
2023-01-03T00:00:00Z,20:24:00,Tuesday,QUEEN'S PARK STATION,PUMEL,0,0,Invalid,YU,Invalid,January,20
2023-01-03T00:00:00Z,20:28:00,Tuesday,EGLINTON STATION,TUO,4,7,S,YU,5406,January,20
2023-01-03T00:00:00Z,20:45:00,Tuesday,EGLINTON STATION,MUATC,0,0,S,YU,5481,January,20
2023-01-03T00:00:00Z,22:00:00,Tuesday,YONGE-UNIVERSITY AND B,MUO,0,0,Invalid,YU/BD,Invalid,January,22
2023-01-03T00:00:00Z,22:09:00,Tuesday,EGLINTON WEST STATION,SUDP,0,0,N,YU,5446,January,22
2023-01-03T00:00:00Z,22:28:00,Tuesday,YONGE BD STATION,SUAP,3,7,E,BD,5142,January,22
2023-01-03T00:00:00Z,23:20:00,Tuesday,EGLINTON STATION,TUOS,0,0,S,YU,5481,January,23
2023-01-03T00:00:00Z,23:24:00,Tuesday,OSGOODE STATION,PUOPO,5,10,S,YU,6136,January,23
2023-01-03T00:00:00Z,00:13:00,Tuesday,DUNDAS STATION,SUAP,0,0,Invalid,Invalid,Invalid,January,0
2023-01-03T00:00:00Z,00:30:00,Tuesday,QUEEN'S PARK STATION,MUIRS,0,0,S,YU,5761,January,0
2023-01-04T00:00:00Z,02:06:00,Wednesday,SPADINA BD STATION,MUNCA,0,0,Invalid,BD,Invalid,January,2
2023-01-04T00:00:00Z,09:11:00,Wednesday,KENNEDY SRT STATION,ERTC,7,12,S,SRT,3001,January,9
2023-01-04T00:00:00Z,02:22:00,Wednesday,FINCH STATION,MUIS,0,0,Invalid,YU,Invalid,January,2
2023-01-04T00:00:00Z,10:17:00,Wednesday,KENNEDY SRT STATION,MRTO,8,13,S,SRT,3001,January,10
2023-01-04T00:00:00Z,03:40:00,Wednesday,OSGOODE STATION,MUNCA,0,0,Invalid,YU,Invalid,January,3
2023-01-04T00:00:00Z,19:11:00,Wednesday,SCARBOROUGH CTR STATIO,MRD,6,11,N,SRT,3009,January,19
2023-01-04T00:00:00Z,04:03:00,Wednesday,DUNDAS STATION,SUO,0,0,Invalid,YU,Invalid,January,4
2023-01-04T00:00:00Z,22:00:00,Wednesday,KENNEDY SRT STATION TO,MRO,0,0,Invalid,SRT,Invalid,January,22
2023-01-04T00:00:00Z,06:43:00,Wednesday,GREENWOOD STATION,EUNT,3,6,E,BD,5161,January,6
2023-01-04T00:00:00Z,06:52:00,Wednesday,BAY STATION,SUO,0,0,W,BD,5106,January,6
2023-01-04T00:00:00Z,06:54:00,Wednesday,YONGE BD STATION,SUAP,0,0,E,BD,Invalid,January,6
2023-01-04T00:00:00Z,07:07:00,Wednesday,ISLINGTON STATION,MUDD,6,9,W,BD,5139,January,7
2023-01-04T00:00:00Z,07:19:00,Wednesday,COXWELL STATION,MUIRS,0,0,W,BD,Invalid,January,7
2023-01-04T00:00:00Z,07:32:00,Wednesday,DUFFERIN STATION,SUDP,3,6,E,BD,5286,January,7
2023-01-04T00:00:00Z,07:39:00,Wednesday,CHESTER STATION,MUTO,8,11,W,BD,5031,January,7
2023-01-04T00:00:00Z,08:21:00,Wednesday,KIPLING STATION,MUIS,0,0,Invalid,BD,Invalid,January,8
2023-01-04T00:00:00Z,09:06:00,Wednesday,SHEPPARD WEST STATION,MUIRS,0,0,Invalid,YU,Invalid,January,9
2023-01-04T00:00:00Z,09:12:00,Wednesday,PAPE STATION,MUPAA,0,0,E,BD,5105,January,9
2023-01-04T00:00:00Z,09:20:00,Wednesday,YONGE BD STATION,MUO,4,7,E,BD,5358,January,9
2023-01-04T00:00:00Z,09:50:00,Wednesday,ROYAL YORK STATION,EUSC,0,0,W,BD,5031,January,9
2023-01-04T00:00:00Z,09:54:00,Wednesday,KIPLING STATION,MUIS,0,0,Invalid,BD,Invalid,January,9
2023-01-04T00:00:00Z,10:29:00,Wednesday,OSGOODE STATION,SUDP,4,7,S,YU,6086,January,10
2023-01-04T00:00:00Z,10:44:00,Wednesday,BAY STATION,SUAP,0,0,Invalid,BD,Invalid,January,10
2023-01-04T00:00:00Z,11:54:00,Wednesday,NORTH YORK CTR STATION,MUIS,0,0,S,YU,Invalid,January,11
2023-01-04T00:00:00Z,12:22:00,Wednesday,EGLINTON STATION,PUMST,0,0,Invalid,BD,Invalid,January,12
2023-01-04T00:00:00Z,12:22:00,Wednesday,PAPE STATION,MUIR,6,9,E,YU,5128,January,12
2023-01-04T00:00:00Z,13:11:00,Wednesday,ROYAL YORK STATION,MUSC,0,0,W,BD,5031,January,13
2023-01-04T00:00:00Z,13:26:00,Wednesday,SHEPPARD STATION,SUDP,4,7,N,YU,5861,January,13
2023-01-04T00:00:00Z,13:31:00,Wednesday,PAPE STATION,SUDP,14,17,E,BD,5161,January,13
2023-01-04T00:00:00Z,13:35:00,Wednesday,KIPLING STATION,MUIRS,0,0,Invalid,BD,Invalid,January,13
2023-01-04T00:00:00Z,13:38:00,Wednesday,YORK MILLS STATION,SUDP,18,21,S,YU,5556,January,13
2023-01-04T00:00:00Z,13:46:00,Wednesday,DAVISVILLE STATION,SUO,0,0,N,YU,5466,January,13
2023-01-04T00:00:00Z,14:37:00,Wednesday,WARDEN STATION,MUIS,0,0,W,BD,5155,January,14
2023-01-04T00:00:00Z,14:45:00,Wednesday,KENNEDY BD STATION,PUMEL,0,0,Invalid,BD,Invalid,January,14
2023-01-04T00:00:00Z,15:04:00,Wednesday,COLLEGE STATION,MUPAA,3,6,N,YU,5776,January,15
2023-01-04T00:00:00Z,15:08:00,Wednesday,QUEEN STATION,SUUT,7,10,S,YU,5811,January,15
2023-01-04T00:00:00Z,15:35:00,Wednesday,CHRISTIE STATION,SUDP,5,8,E,BD,5066,January,15
2023-01-04T00:00:00Z,16:31:00,Wednesday,DAVISVILLE STATION,MUPAA,0,0,N,YU,6076,January,16
2023-01-04T00:00:00Z,16:44:00,Wednesday,WOODBINE STATION,EUDO,5,8,W,BD,5010,January,16
2023-01-04T00:00:00Z,16:46:00,Wednesday,KIPLING STATION,MUDD,3,6,E,BD,5195,January,16
2023-01-04T00:00:00Z,16:53:00,Wednesday,BLOOR STATION,SUO,0,0,N,YU,5566,January,16
2023-01-04T00:00:00Z,16:55:00,Wednesday,YONGE BD STATION,SUDP,0,0,W,BD,5068,January,16
2023-01-04T00:00:00Z,17:16:00,Wednesday,BROADVIEW STATION,EUDO,3,6,E,BD,5195,January,17
2023-01-04T00:00:00Z,17:36:00,Wednesday,LAWRENCE WEST STATION,MUATC,17,20,N,YU,5481,January,17
2023-01-04T00:00:00Z,17:45:00,Wednesday,SPADINA BD STATION,SUDP,5,8,W,BD,5360,January,17
2023-01-04T00:00:00Z,17:46:00,Wednesday,EGLINTON STATION,MUI,10,13,S,YU,5561,January,17
2023-01-04T00:00:00Z,18:46:00,Wednesday,SPADINA BD STATION,SUUT,27,30,E,BD,5012,January,18
2023-01-04T00:00:00Z,18:48:00,Wednesday,ST GEORGE BD STATION,MUPAA,0,0,W,BD,5102,January,18
2023-01-04T00:00:00Z,18:52:00,Wednesday,SPADINA YUS STATION,SUUT,24,27,S,BD,5411,January,18
2023-01-04T00:00:00Z,18:52:00,Wednesday,PAPE STATION,PUMEL,0,0,Invalid,YU,Invalid,January,18
2023-01-04T00:00:00Z,19:19:00,Wednesday,WARDEN STATION,TUMVS,0,0,W,BD,5089,January,19
2023-01-04T00:00:00Z,20:05:00,Wednesday,COLLEGE STATION,PUMST,0,0,Invalid,YU,Invalid,January,20
2023-01-04T00:00:00Z,20:24:00,Wednesday,BLOOR STATION,MUPAA,4,7,N,YU,5646,January,20
2023-01-04T00:00:00Z,20:48:00,Wednesday,MUSEUM STATION,SUEAS,9,12,S,YU,6131,January,20
2023-01-04T00:00:00Z,21:26:00,Wednesday,KENNEDY BD STATION,EUO,4,8,W,BD,5211,January,21
2023-01-04T00:00:00Z,21:32:00,Wednesday,WARDEN STATION,SUDP,3,6,E,BD,5190,January,21
2023-01-04T00:00:00Z,21:52:00,Wednesday,ST CLAIR STATION,EUOE,5,10,S,YU,5701,January,21
2023-01-04T00:00:00Z,21:55:00,Wednesday,QUEEN STATION,SUUT,6,9,S,YU,5901,January,21
2023-01-04T00:00:00Z,22:00:00,Wednesday,YONGE-UNIVERSITY AND B,MUO,0,0,Invalid,YU/BD,Invalid,January,22
2023-01-04T00:00:00Z,00:07:00,Wednesday,LANSDOWNE STATION,SUDP,8,13,E,BD,5161,January,0
2023-01-04T00:00:00Z,00:12:00,Wednesday,ISLINGTON STATION,MUIS,0,0,Invalid,BD,Invalid,January,0
2023-01-04T00:00:00Z,00:40:00,Wednesday,MUSEUM STATION,MUPAA,6,11,S,YU,5486,January,0
2023-01-04T00:00:00Z,00:41:00,Wednesday,COXWELL STATION,MUIS,0,0,Invalid,BD,Invalid,January,0
2023-01-04T00:00:00Z,00:42:00,Wednesday,BLOOR STATION,MUIS,0,0,Invalid,YU,Invalid,January,0
2023-01-04T00:00:00Z,02:29:00,Wednesday,DON MILLS STATION,MUIS,0,0,Invalid,SHP,Invalid,January,2
2023-01-04T00:00:00Z,12:40:00,Wednesday,BAYVIEW STATION,MUSAN,5,10,E,SHP,6156,January,12
2023-01-05T00:00:00Z,02:23:00,Thursday,ISLINGTON STATION,MUPAA,0,0,W,BD,5191,January,2
2023-01-05T00:00:00Z,09:59:00,Thursday,KENNEDY SRT STATION,ERCD,10,15,S,SRT,3026,January,9
2023-01-05T00:00:00Z,03:40:00,Thursday,KENNEDY BD STATION,SUO,0,0,Invalid,BD,Invalid,January,3
2023-01-05T00:00:00Z,16:44:00,Thursday,MIDLAND STATION,ERTC,15,20,S,SRT,3004,January,16
2023-01-05T00:00:00Z,04:47:00,Thursday,DONLANDS STATION,PUTWZ,3,6,E,BD,5085,January,4
2023-01-05T00:00:00Z,20:13:00,Thursday,LAWRENCE EAST STATION,ERDO,5,10,N,SRT,3023,January,20
2023-01-05T00:00:00Z,05:02:00,Thursday,LAWRENCE STATION,PUSAC,4,0,S,YU,5506,January,5
2023-01-05T00:00:00Z,22:00:00,Thursday,KENNEDY SRT STATION TO,MRO,0,0,Invalid,SRT,Invalid,January,22
2023-01-05T00:00:00Z,06:24:00,Thursday,ROYAL YORK STATION,PUSTS,6,9,W,BD,5062,January,6
2023-01-05T00:00:00Z,07:41:00,Thursday,DUFFERIN STATION,MUPAA,0,0,E,BD,5131,January,7
2023-01-05T00:00:00Z,07:50:00,Thursday,ST PATRICK STATION,MUO,3,5,S,YU,5621,January,7
2023-01-05T00:00:00Z,08:30:00,Thursday,CASTLE FRANK STATION,MUO,0,0,Invalid,BD,Invalid,January,8
2023-01-05T00:00:00Z,09:10:00,Thursday,JANE STATION,SUO,0,0,Invalid,BD,Invalid,January,9
2023-01-05T00:00:00Z,09:35:00,Thursday,COLLEGE STATION,PUMST,0,0,Invalid,YU,Invalid,January,9
2023-01-05T00:00:00Z,10:49:00,Thursday,ISLINGTON STATION,PUSTC,6,9,E,BD,5025,January,10
2023-01-05T00:00:00Z,11:33:00,Thursday,DUPONT STATION,SUDP,4,7,S,YU,5525,January,11
2023-01-05T00:00:00Z,12:25:00,Thursday,ST GEORGE BD STATION,SUO,0,0,W,BD,5137,January,12
2023-01-05T00:00:00Z,12:26:00,Thursday,YORKDALE STATION,PUOPO,6,9,N,YU,5436,January,12
2023-01-05T00:00:00Z,12:27:00,Thursday,ST GEORGE YUS STATION,SUO,0,0,N,YU,5741,January,12
2023-01-05T00:00:00Z,12:36:00,Thursday,WILSON STATION,PUOPO,3,6,N,YU,5436,January,12
2023-01-05T00:00:00Z,13:02:00,Thursday,COXWELL STATION,TUNIP,3,6,E,BD,5128,January,13
2023-01-05T00:00:00Z,13:13:00,Thursday,ISLINGTON STATION,SUDP,3,6,E,BD,5203,January,13
2023-01-05T00:00:00Z,13:36:00,Thursday,OSSINGTON STATION,MUIS,0,0,Invalid,BD,Invalid,January,13
2023-01-05T00:00:00Z,13:57:00,Thursday,RUNNYMEDE STATION,SUO,0,0,W,BD,5021,January,13
2023-01-05T00:00:00Z,14:02:00,Thursday,MUSEUM STATION,MUPAA,3,6,N,YU,6081,January,14
2023-01-05T00:00:00Z,14:44:00,Thursday,SHERBOURNE STATION,MUIS,0,0,Invalid,BD,Invalid,January,14
2023-01-05T00:00:00Z,14:45:00,Thursday,HIGHWAY 407 STATION,PUMO,0,0,Invalid,YU,Invalid,January,14
